sku,nombre,descripcion,categoria_nivel1,categoria_nivel2,categoria_nivel3,categoria_nivel4,precio,stock,descuento,marca,producto_padre_id,tipo_variante,valor_variante
FAR-004343,Bienestar Plus Metamizol 650mg 10 sobres,Alivia el dolor leve a moderado y reduce la fiebre.,Farmacia,Medicamentos sin receta,Analgésicos,Analgésico oral,5.80,Yes,0,Bienestar Plus,PADRE-00070,presentacion,650mg 10 sobres
FAR-004968,Bruma Salud Omeprazol sobres 250ml,Neutraliza el exceso de ácido estomacal.,Farmacia,Medicamentos sin receta,Antiácidos,Antiácido oral,11.75,Yes,0,Bruma Salud,PADRE-00183,presentacion,sobres 250ml
FAR-003704,Herbolar Bicarbonato 30 comprimidos masticables,Neutraliza el exceso de ácido estomacal.,Farmacia,Medicamentos sin receta,Antiácidos,Antiácido oral,12.63,No,20,Herbolar,PADRE-00174,presentacion,30 comprimidos masticables
FAR-000299,Salutia Omeprazol suspensión oral 200ml,Neutraliza el exceso de ácido estomacal.,Farmacia,Medicamentos sin receta,Antiácidos,Antiácido oral,17.86,Yes,0,Salutia,PADRE-00190,presentacion,suspensión oral 200ml
FAR-001130,Vitalnova Xilometazolina spray 20ml,Descongestiona la nariz y facilita la respiración.,Farmacia,Medicamentos sin receta,Descongestionantes,Spray nasal,17.78,Yes,5,Vitalnova,PADRE-00278,presentacion,spray 20ml
FAR-002165,Salutia Vitamina D3 25mcg 30 cápsulas,Contribuye a la absorción normal de calcio y al sistema inmunitario.,Farmacia,Vitaminas y suplementos,Vitamina D,Vitamina D en gotas,25.95,Yes,0,Salutia,PADRE-00497,presentacion,25mcg 30 cápsulas
FAR-004988,Norvital Ácido acetilsalicílico 1g 12 comprimidos efervescentes,Alivia el dolor leve a moderado y reduce la fiebre.,Farmacia,Medicamentos sin receta,Analgésicos,Analgésico oral,11.66,Yes,0,Norvital,PADRE-00031,presentacion,1g 12 comprimidos efervescentes
FAR-000177,Nortfarma Vitamina D infantil 1000ui 30 comprimidos,Contribuye a la absorción normal de calcio y al sistema inmunitario.,Farmacia,Vitaminas y suplementos,Vitamina D,Vitamina D en gotas,30.22,No,40,Nortfarma,PADRE-00533,presentacion,1000ui 30 comprimidos
FAR-001929,Norvital Colutorio sin alcohol encías sensibles 250ml,Refresca el aliento y complementa el cepillado diario.,Farmacia,Higiene bucal,Enjuague bucal,Colutorio,9.38,Yes,15,Norvital,PADRE-00962,presentacion,encías sensibles 250ml
FAR-002632,Aliviax Termómetro digital 1 unidad,Mide la temperatura corporal de forma rápida y precisa.,Farmacia,Primeros auxilios,Termómetros,Termómetro digital,4.40,Yes,15,Aliviax,PADRE-00845,presentacion,1 unidad
FAR-003933,Cronos Pharma Colutorio sin alcohol 250ml,Refresca el aliento y complementa el cepillado diario.,Farmacia,Higiene bucal,Enjuague bucal,Colutorio,10.52,Yes,0,Cronos Pharma,PADRE-00964,presentacion,250ml
FAR-000971,Salutia Jarabe balsámico 200ml,Calma la tos seca e irritativa.,Farmacia,Medicamentos sin receta,Antitusivos,Jarabe para la tos,6.14,Yes,0,Salutia,PADRE-00081,presentacion,200ml
FAR-002871,MediCare Plus Toallitas sensitive eco 60 unidades,Limpieza suave y respetuosa con la piel del bebé.,Farmacia,Cuidado del bebé,Toallitas,Toallitas húmedas,7.98,Yes,50,MediCare Plus,PADRE-01057,presentacion,eco 60 unidades
FAR-001169,Herbolar Champú anticaspa 400ml,Limpia el cabello y cuida el cuero cabelludo.,Farmacia,Cuidado personal,Cuidado capilar,Champú,16.33,Yes,50,Herbolar,PADRE-00667,presentacion,400ml
FAR-002778,MediCare Plus Tobillera de compresión tobillera talla M,Proporciona sujeción y compresión en esguinces y molestias musculares.,Farmacia,Ortopedia,Vendajes elásticos,Venda elástica,3.81,Yes,0,MediCare Plus,PADRE-01182,presentacion,tobillera talla M
FAR-002068,Vitaxel Oximetazolina spray 15ml,Descongestiona la nariz y facilita la respiración.,Farmacia,Medicamentos sin receta,Descongestionantes,Spray nasal,10.66,Yes,0,Vitaxel,PADRE-00312,presentacion,spray 15ml
FAR-003459,Bienestar Plus Champú anticaída 250ml,Limpia el cabello y cuida el cuero cabelludo.,Farmacia,Cuidado personal,Cuidado capilar,Champú,13.40,Yes,5,Bienestar Plus,PADRE-00714,presentacion,250ml
FAR-000224,Aliviax Apósito resistente al agua resistente al agua 15 unidades,Protege heridas leves y favorece la cicatrización.,Farmacia,Primeros auxilios,Vendajes,Apósito adhesivo,13.85,No,0,Aliviax,PADRE-00806,presentacion,resistente al agua 15 unidades
FAR-002786,Nortfarma Ebastina jarabe 150ml,Alivia los síntomas de alergia como estornudos y picor.,Farmacia,Medicamentos sin receta,Antihistamínicos,Antihistamínico oral,8.80,No,0,Nortfarma,PADRE-00254,presentacion,jarabe 150ml
FAR-004711,Cronos Pharma Paracetamol 1g 12 comprimidos efervescentes,Alivia el dolor leve a moderado y reduce la fiebre.,Farmacia,Medicamentos sin receta,Analgésicos,Analgésico oral,4.77,Yes,0,Cronos Pharma,PADRE-00008,presentacion,1g 12 comprimidos efervescentes
FAR-000688,Vitaxel Almagato 30 comprimidos masticables,Neutraliza el exceso de ácido estomacal.,Farmacia,Medicamentos sin receta,Antiácidos,Antiácido oral,7.52,Yes,15,Vitaxel,PADRE-00137,presentacion,30 comprimidos masticables
FAR-003391,MediCare Plus Venda elástica 10cm x 4m,Proporciona sujeción y compresión en esguinces y molestias musculares.,Farmacia,Ortopedia,Vendajes elásticos,Venda elástica,16.58,Yes,0,MediCare Plus,PADRE-01160,presentacion,10cm x 4m
FAR-001733,Aliviax Ácido acetilsalicílico 400mg 30 cápsulas,Alivia el dolor leve a moderado y reduce la fiebre.,Farmacia,Medicamentos sin receta,Analgésicos,Analgésico oral,12.19,No,0,Aliviax,PADRE-00039,presentacion,400mg 30 cápsulas
FAR-000777,Norvital Hidratante urea crema 200ml,Hidrata y nutre la piel seca en profundidad.,Farmacia,Cuidado personal,Cremas hidratantes,Crema corporal,12.88,Yes,0,Norvital,PADRE-00597,presentacion,crema 200ml
FAR-000106,Bienestar Plus Rodillera de compresión tobillera talla M,Proporciona sujeción y compresión en esguinces y molestias musculares.,Farmacia,Ortopedia,Vendajes elásticos,Venda elástica,8.35,No,25,Bienestar Plus,PADRE-01207,presentacion,tobillera talla M
FAR-000964,Bienestar Plus Almagato suspensión oral 200ml,Neutraliza el exceso de ácido estomacal.,Farmacia,Medicamentos sin receta,Antiácidos,Antiácido oral,8.21,Yes,0,Bienestar Plus,PADRE-00148,presentacion,suspensión oral 200ml
FAR-000944,Aliviax Apósito infantil tiras surtidas 30 unidades,Protege heridas leves y favorece la cicatrización.,Farmacia,Primeros auxilios,Vendajes,Apósito adhesivo,12.21,Yes,0,Aliviax,PADRE-00839,presentacion,tiras surtidas 30 unidades
FAR-002556,Farmoderma Apósito transpirable resistente al agua 15 unidades,Protege heridas leves y favorece la cicatrización.,Farmacia,Primeros auxilios,Vendajes,Apósito adhesivo,3.17,No,0,Farmoderma,PADRE-00823,presentacion,resistente al agua 15 unidades
FAR-000787,Bruma Salud Champú anticaída 250ml,Limpia el cabello y cuida el cuero cabelludo.,Farmacia,Cuidado personal,Cuidado capilar,Champú,16.22,No,0,Bruma Salud,PADRE-00707,presentacion,250ml
FAR-004233,Bienestar Plus Toallitas dermo pack 3x72 unidades,Limpieza suave y respetuosa con la piel del bebé.,Farmacia,Cuidado del bebé,Toallitas,Toallitas húmedas,21.58,No,0,Bienestar Plus,PADRE-01083,presentacion,pack 3x72 unidades
FAR-004333,Cronos Pharma Hidratante urea crema 200ml,Hidrata y nutre la piel seca en profundidad.,Farmacia,Cuidado personal,Cremas hidratantes,Crema corporal,15.83,Yes,0,Cronos Pharma,PADRE-00596,presentacion,crema 200ml
FAR-001646,Norvital Solar facial SPF30 200ml,Protege la piel frente a la radiación UVA/UVB.,Farmacia,Cuidado personal,Protección solar,Protector solar,19.51,Yes,0,Norvital,PADRE-00621,presentacion,SPF30 200ml
FAR-002650,Vitaxel Vitamina D3 + K2 400ui gotas infantil 10ml,Contribuye a la absorción normal de calcio y al sistema inmunitario.,Farmacia,Vitaminas y suplementos,Vitamina D,Vitamina D en gotas,25.66,Yes,0,Vitaxel,PADRE-00513,presentacion,400ui gotas infantil 10ml
FAR-000045,MediCare Plus Magnesio 300mg 30 comprimidos,Contribuye al funcionamiento normal muscular y nervioso.,Farmacia,Vitaminas y suplementos,Magnesio,Magnesio en comprimidos,9.18,No,50,MediCare Plus,PADRE-00440,presentacion,300mg 30 comprimidos
FAR-000456,PuntoFarma Colutorio sin alcohol sin alcohol 500ml,Refresca el aliento y complementa el cepillado diario.,Farmacia,Higiene bucal,Enjuague bucal,Colutorio,10.08,Yes,0,PuntoFarma,PADRE-00973,presentacion,sin alcohol 500ml
FAR-003772,Bienestar Plus Naproxeno 1g 12 comprimidos efervescentes,Alivia el dolor leve a moderado y reduce la fiebre.,Farmacia,Medicamentos sin receta,Analgésicos,Analgésico oral,14.39,Yes,0,Bienestar Plus,PADRE-00054,presentacion,1g 12 comprimidos efervescentes
FAR-000459,Aliviax Apósito estándar caja 20 unidades,Protege heridas leves y favorece la cicatrización.,Farmacia,Primeros auxilios,Vendajes,Apósito adhesivo,8.25,Yes,15,Aliviax,PADRE-00785,presentacion,caja 20 unidades
FAR-004693,Nortfarma Loción antiimperfecciones loción 100ml,Ayuda a controlar el exceso de grasa y las imperfecciones.,Farmacia,Dermocosmética,Antiacné,Gel facial,13.97,Yes,0,Nortfarma,PADRE-01141,presentacion,loción 100ml
FAR-003759,Salutia Hidratante intensiva crema 400ml,Hidrata y nutre la piel seca en profundidad.,Farmacia,Cuidado personal,Cremas hidratantes,Crema corporal,10.44,Yes,0,Salutia,PADRE-00568,presentacion,crema 400ml
FAR-001473,Nortfarma Ácido acetilsalicílico 600mg 20 comprimidos,Alivia el dolor leve a moderado y reduce la fiebre.,Farmacia,Medicamentos sin receta,Analgésicos,Analgésico oral,15.90,Yes,50,Nortfarma,PADRE-00045,presentacion,600mg 20 comprimidos
FAR-003788,Farmoderma Champú anticaída 500ml,Limpia el cabello y cuida el cuero cabelludo.,Farmacia,Cuidado personal,Cuidado capilar,Champú,21.42,No,30,Farmoderma,PADRE-00712,presentacion,500ml
FAR-000107,Bienestar Plus Rodillera de compresión coderas talla M,Proporciona sujeción y compresión en esguinces y molestias musculares.,Farmacia,Ortopedia,Vendajes elásticos,Venda elástica,10.11,Yes,10,Bienestar Plus,PADRE-01207,presentacion,coderas talla M
FAR-001624,Botica Real Champú suave 500ml,Limpia el cabello y cuida el cuero cabelludo.,Farmacia,Cuidado personal,Cuidado capilar,Champú,8.01,No,50,Botica Real,PADRE-00691,presentacion,500ml
FAR-002368,Bienestar Plus Suero fisiológico spray 15ml,Descongestiona la nariz y facilita la respiración.,Farmacia,Medicamentos sin receta,Descongestionantes,Spray nasal,12.53,Yes,0,Bienestar Plus,PADRE-00259,presentacion,spray 15ml
FAR-002673,Vitalnova Magnesio marino sobres 20 unidades,Contribuye al funcionamiento normal muscular y nervioso.,Farmacia,Vitaminas y suplementos,Magnesio,Magnesio en comprimidos,23.96,Yes,10,Vitalnova,PADRE-00476,presentacion,sobres 20 unidades
FAR-004567,Bruma Salud Suero fisiológico infantil spray 15ml,Descongestiona la nariz y facilita la respiración.,Farmacia,Medicamentos sin receta,Descongestionantes,Spray nasal,4.52,Yes,5,Bruma Salud,PADRE-00270,presentacion,infantil spray 15ml
FAR-002046,Vitalnova Jarabe seco 120ml,Calma la tos seca e irritativa.,Farmacia,Medicamentos sin receta,Antitusivos,Jarabe para la tos,7.07,Yes,0,Vitalnova,PADRE-00120,presentacion,120ml
FAR-004677,PuntoFarma Apósito transpirable caja 20 unidades,Protege heridas leves y favorece la cicatrización.,Farmacia,Primeros auxilios,Vendajes,Apósito adhesivo,14.29,No,30,PuntoFarma,PADRE-00820,presentacion,caja 20 unidades
FAR-000613,Nortfarma Termómetro digital frontal 1 unidad,Mide la temperatura corporal de forma rápida y precisa.,Farmacia,Primeros auxilios,Termómetros,Termómetro digital,4.92,Yes,25,Nortfarma,PADRE-00848,presentacion,frontal 1 unidad
FAR-001339,Vitaxel Apósito transpirable caja 40 unidades,Protege heridas leves y favorece la cicatrización.,Farmacia,Primeros auxilios,Vendajes,Apósito adhesivo,1.77,Yes,0,Vitaxel,PADRE-00811,presentacion,caja 40 unidades
FAR-002473,Farmoderma Cetirizina 10mg 10 comprimidos,Alivia los síntomas de alergia como estornudos y picor.,Farmacia,Medicamentos sin receta,Antihistamínicos,Antihistamínico oral,9.62,Yes,0,Farmoderma,PADRE-00224,presentacion,10mg 10 comprimidos
FAR-003243,Botica Real Colutorio encías encías sensibles 250ml,Refresca el aliento y complementa el cepillado diario.,Farmacia,Higiene bucal,Enjuague bucal,Colutorio,7.17,Yes,0,Botica Real,PADRE-00986,presentacion,encías sensibles 250ml
FAR-003105,Botica Real Vitamina D3 25mcg 30 cápsulas,Contribuye a la absorción normal de calcio y al sistema inmunitario.,Farmacia,Vitaminas y suplementos,Vitamina D,Vitamina D en gotas,16.00,Yes,0,Botica Real,PADRE-00504,presentacion,25mcg 30 cápsulas
FAR-000014,Bruma Salud Toallitas aqua 84 unidades,Limpieza suave y respetuosa con la piel del bebé.,Farmacia,Cuidado del bebé,Toallitas,Toallitas húmedas,7.34,Yes,20,Bruma Salud,PADRE-01079,presentacion,84 unidades
FAR-002458,Vitalnova Alcohol 70% solución 250ml,Desinfecta heridas superficiales y previene infecciones.,Farmacia,Primeros auxilios,Antisépticos,Antiséptico tópico,11.55,Yes,0,Vitalnova,PADRE-00775,presentacion,solución 250ml
FAR-002904,MediCare Plus Solar facial SPF30 200ml,Protege la piel frente a la radiación UVA/UVB.,Farmacia,Cuidado personal,Protección solar,Protector solar,19.14,Yes,0,MediCare Plus,PADRE-00620,presentacion,SPF30 200ml
FAR-000276,PuntoFarma Vitamina D3 2000ui gotas 15ml,Contribuye a la absorción normal de calcio y al sistema inmunitario.,Farmacia,Vitaminas y suplementos,Vitamina D,Vitamina D en gotas,31.73,Yes,50,PuntoFarma,PADRE-00496,presentacion,2000ui gotas 15ml
FAR-003169,"Salutia Pañal active dry talla 2, 44 unidades",Máxima absorción y suavidad para la piel del bebé.,Farmacia,Cuidado del bebé,Pañales,Pañal infantil,16.10,Yes,0,Salutia,PADRE-01028,presentacion,"talla 2, 44 unidades"
FAR-001542,Vitaxel Magnesio bisglicinato 300mg 30 comprimidos,Contribuye al funcionamiento normal muscular y nervioso.,Farmacia,Vitaminas y suplementos,Magnesio,Magnesio en comprimidos,16.29,Yes,0,Vitaxel,PADRE-00486,presentacion,300mg 30 comprimidos
FAR-000337,Norvital Jarabe pectoral 200ml,Calma la tos seca e irritativa.,Farmacia,Medicamentos sin receta,Antitusivos,Jarabe para la tos,12.88,Yes,50,Norvital,PADRE-00132,presentacion,200ml
FAR-003214,Norvital Apósito estándar caja 40 unidades,Protege heridas leves y favorece la cicatrización.,Farmacia,Primeros auxilios,Vendajes,Apósito adhesivo,2.78,Yes,50,Norvital,PADRE-00788,presentacion,caja 40 unidades
FAR-001832,Nortfarma Champú anticaída 400ml,Limpia el cabello y cuida el cuero cabelludo.,Farmacia,Cuidado personal,Cuidado capilar,Champú,20.39,Yes,0,Nortfarma,PADRE-00708,presentacion,400ml
FAR-002773,Herbolar Champú suave 400ml,Limpia el cabello y cuida el cuero cabelludo.,Farmacia,Cuidado personal,Cuidado capilar,Champú,7.28,Yes,0,Herbolar,PADRE-00697,presentacion,400ml
FAR-000779,Salutia Povidona yodada spray 100ml,Desinfecta heridas superficiales y previene infecciones.,Farmacia,Primeros auxilios,Antisépticos,Antiséptico tópico,4.28,Yes,0,Salutia,PADRE-00745,presentacion,spray 100ml
FAR-002430,Herbolar Apósito estándar tiras surtidas 30 unidades,Protege heridas leves y favorece la cicatrización.,Farmacia,Primeros auxilios,Vendajes,Apósito adhesivo,4.85,Yes,20,Herbolar,PADRE-00783,presentacion,tiras surtidas 30 unidades
FAR-002651,Vitaxel Vitamina D3 + K2 2000ui gotas 15ml,Contribuye a la absorción normal de calcio y al sistema inmunitario.,Farmacia,Vitaminas y suplementos,Vitamina D,Vitamina D en gotas,10.04,No,0,Vitaxel,PADRE-00513,presentacion,2000ui gotas 15ml
FAR-004510,Aliviax Colutorio encías encías sensibles 250ml,Refresca el aliento y complementa el cepillado diario.,Farmacia,Higiene bucal,Enjuague bucal,Colutorio,4.97,Yes,0,Aliviax,PADRE-00984,presentacion,encías sensibles 250ml
FAR-003147,Vitaxel Espuma limpiadora gel 150ml,Ayuda a controlar el exceso de grasa y las imperfecciones.,Farmacia,Dermocosmética,Antiacné,Gel facial,6.18,Yes,0,Vitaxel,PADRE-01131,presentacion,gel 150ml
FAR-003949,Aliviax Toallitas dermo eco 60 unidades,Limpieza suave y respetuosa con la piel del bebé.,Farmacia,Cuidado del bebé,Toallitas,Toallitas húmedas,16.21,Yes,0,Aliviax,PADRE-01093,presentacion,eco 60 unidades
FAR-000744,Botica Real Metamizol 400mg 30 cápsulas,Alivia el dolor leve a moderado y reduce la fiebre.,Farmacia,Medicamentos sin receta,Analgésicos,Analgésico oral,16.26,Yes,0,Botica Real,PADRE-00069,presentacion,400mg 30 cápsulas
FAR-001991,Norvital Oximetazolina infantil spray 15ml,Descongestiona la nariz y facilita la respiración.,Farmacia,Medicamentos sin receta,Descongestionantes,Spray nasal,11.89,Yes,5,Norvital,PADRE-00313,presentacion,infantil spray 15ml
FAR-001124,Nortfarma Metamizol 1g 12 comprimidos efervescentes,Alivia el dolor leve a moderado y reduce la fiebre.,Farmacia,Medicamentos sin receta,Analgésicos,Analgésico oral,12.22,Yes,0,Nortfarma,PADRE-00067,presentacion,1g 12 comprimidos efervescentes
FAR-000043,MediCare Plus Magnesio sobres 20 unidades,Contribuye al funcionamiento normal muscular y nervioso.,Farmacia,Vitaminas y suplementos,Magnesio,Magnesio en comprimidos,15.93,Yes,0,MediCare Plus,PADRE-00440,presentacion,sobres 20 unidades
FAR-000709,Salutia Solar deportistas spray SPF50 150ml,Protege la piel frente a la radiación UVA/UVB.,Farmacia,Cuidado personal,Protección solar,Protector solar,4.18,Yes,0,Salutia,PADRE-00655,presentacion,spray SPF50 150ml
FAR-004123,Cronos Pharma Hidratante piel atópica loción 250ml,Hidrata y nutre la piel seca en profundidad.,Farmacia,Cuidado personal,Cremas hidratantes,Crema corporal,16.33,Yes,0,Cronos Pharma,PADRE-00576,presentacion,loción 250ml
FAR-004542,Herbolar Vitamina D3 + K2 400ui gotas infantil 10ml,Contribuye a la absorción normal de calcio y al sistema inmunitario.,Farmacia,Vitaminas y suplementos,Vitamina D,Vitamina D en gotas,33.73,Yes,0,Herbolar,PADRE-00517,presentacion,400ui gotas infantil 10ml
FAR-001670,MediCare Plus Suero fisiológico spray 20ml,Descongestiona la nariz y facilita la respiración.,Farmacia,Medicamentos sin receta,Descongestionantes,Spray nasal,4.88,Yes,0,MediCare Plus,PADRE-00262,presentacion,spray 20ml
FAR-000236,Cronos Pharma Ibuprofeno 1g 12 comprimidos efervescentes,Alivia el dolor leve a moderado y reduce la fiebre.,Farmacia,Medicamentos sin receta,Analgésicos,Analgésico oral,16.74,Yes,0,Cronos Pharma,PADRE-00029,presentacion,1g 12 comprimidos efervescentes
FAR-001299,Bruma Salud Vitamina D infantil 400ui gotas infantil 10ml,Contribuye a la absorción normal de calcio y al sistema inmunitario.,Farmacia,Vitaminas y suplementos,Vitamina D,Vitamina D en gotas,5.49,Yes,0,Bruma Salud,PADRE-00529,presentacion,400ui gotas infantil 10ml
FAR-000984,Vitaxel Pasta infantil 125ml,Limpieza diaria y protección frente a la caries.,Farmacia,Higiene bucal,Pasta dental,Pasta dentífrica,7.56,Yes,0,Vitaxel,PADRE-00938,presentacion,125ml
