sku,nombre,descripcion,categoria_nivel1,categoria_nivel2,categoria_nivel3,categoria_nivel4,precio,stock,descuento,marca
ALI-000143,Refresco de cola light,"Bebida refrescante carbonatada, ideal para acompañar comidas o disfrutar fría.",Alimentación,Bebidas,Refrescos,Refresco de cola,19.61,Yes,25,Sabor Norte
ELE-000150,Frigorífico combi acero inoxidable,Frigorífico de gran capacidad con tecnología de enfriamiento eficiente.,Electrodomésticos,Cocina,Frigoríficos,Frigorífico combi,772.85,Yes,0,Impulso Hogar
ALI-000006,Refresco de cola light,"Bebida refrescante carbonatada, ideal para acompañar comidas o disfrutar fría.",Alimentación,Bebidas,Refrescos,Refresco de cola,11.09,Yes,0,Sabor Norte
ROP-000680,Blusa manga larga lisa blanca,"Blusa ligera de tacto suave, versátil para looks casuales o de oficina.",Ropa,Mujer,Camisas,Blusa manga larga,153.80,Yes,25,UrbanCotto
ROP-000414,Gorro de punto con pompón,Gorro tejido que abriga sin renunciar al estilo.,Ropa,Accesorios,Gorros,Gorro de punto,28.19,Yes,0,TelaViva
JOY-000188,Pulsera de eslabones gruesa,Pulsera de plata con eslabones resistentes y acabado pulido.,Joyería,Pulseras,Pulseras de plata,Pulsera de eslabones,627.87,Yes,0,Plata del Norte
ROP-000351,Bota de invierno alta,"Bota resistente al agua con suela antideslizante, pensada para el frío.",Ropa,Calzado,Botas,Bota de invierno,175.47,Yes,30,TrazoBlue
ROP-000493,Vestido largo con cinturón,"Vestido de corte fluido, tejido ligero y caída favorecedora.",Ropa,Mujer,Vestidos,Vestido largo,56.05,No,0,Alta Fibra
ALI-000485,Croissant integral,"Bollería horneada con receta tradicional, textura hojaldrada.",Alimentación,Panadería,Bollería,Croissant,2.38,Yes,0,La Tahona Azul
ROP-000656,Gorro de punto de lana merino,Gorro tejido que abriga sin renunciar al estilo.,Ropa,Accesorios,Gorros,Gorro de punto,93.42,Yes,0,UrbanCotto
JOY-000198,Anillo de compromiso oro blanco,"Anillo elaborado en oro de alta calidad, acabado pulido y elegante.",Joyería,Anillos,Anillos de oro,Anillo de compromiso,956.24,Yes,15,Metal Noble
ROP-000259,Blusa manga larga oversize,"Blusa ligera de tacto suave, versátil para looks casuales o de oficina.",Ropa,Mujer,Camisas,Blusa manga larga,126.92,Yes,0,Vestir Norte
ALI-000603,Refresco de cola original,"Bebida refrescante carbonatada, ideal para acompañar comidas o disfrutar fría.",Alimentación,Bebidas,Refrescos,Refresco de cola,28.48,Yes,0,Delicia Natural
ROP-000295,Sujetador con aros blanco,Sujetador con aros que proporciona sujeción y buen levantamiento.,Ropa,Mujer,Lencería,Sujetador con aros,140.65,Yes,0,NordVía
ALI-000344,Helado de vainilla con trozos de chocolate,"Helado cremoso elaborado con vainilla natural, textura suave.",Alimentación,Congelados,Helados,Helado de vainilla,21.21,No,20,Sabores del Sur
ELE-000399,Aire acondicionado Split 1x1 bomba de calor,Equipo de climatización eficiente con control de temperatura preciso.,Electrodomésticos,Climatización,Aire acondicionado,Split 1x1,405.20,Yes,0,Electra Norte
JOY-000118,Collar con colgante corazón,"Collar de plata con acabado brillante, diseño delicado y atemporal.",Joyería,Collares,Collares de plata,Collar con colgante,1913.07,Yes,0,Reflejo Fino
ALI-000275,Yogur natural pack 4 unidades,Yogur cremoso elaborado con leche fresca y fermentos activos.,Alimentación,Lácteos,Yogures,Yogur natural,13.60,Yes,0,Grano de Oro
ALI-000296,Croissant mini pack,"Bollería horneada con receta tradicional, textura hojaldrada.",Alimentación,Panadería,Bollería,Croissant,6.52,Yes,0,Nutrivida
JOY-000169,Pendientes largos geométricos,"Pendientes de diseño llamativo, perfectos para ocasiones especiales.",Joyería,Pendientes,Pendientes colgantes,Pendientes largos,1120.23,Yes,0,Lumina Joyas
ELE-000344,Cafetera de cápsulas programable,Cafetera práctica que prepara café de calidad en segundos.,Electrodomésticos,Pequeño electrodoméstico,Cafeteras,Cafetera de cápsulas,298.12,Yes,0,CocinaSmart
ROP-000430,Sujetador sin aros deportivo,"Sujetador sin aros, cómodo y flexible, ideal para el uso diario.",Ropa,Mujer,Lencería,Sujetador sin aros,50.41,Yes,0,NordVía
ALI-000494,Lasaña congelada familiar,"Plato preparado listo en minutos, ideal para el día a día.",Alimentación,Congelados,Platos preparados,Lasaña congelada,22.32,Yes,0,Delicia Natural
ALI-000289,Zumo de naranja pack 6 unidades,"Zumo elaborado a partir de naranjas seleccionadas, sin azúcares añadidos.",Alimentación,Bebidas,Zumos,Zumo de naranja,25.46,Yes,0,Delicia Natural
ALI-000261,Pan integral con semillas,"Pan de miga suave elaborado con harina integral, fuente de fibra.",Alimentación,Panadería,Pan de molde,Pan integral,16.61,Yes,0,Grano de Oro
ALI-000693,Zumo de naranja sin pulpa,"Zumo elaborado a partir de naranjas seleccionadas, sin azúcares añadidos.",Alimentación,Bebidas,Zumos,Zumo de naranja,22.12,No,0,Punto Sabor
ROP-000381,Sujetador sin aros blanco,"Sujetador sin aros, cómodo y flexible, ideal para el uso diario.",Ropa,Mujer,Lencería,Sujetador sin aros,74.69,Yes,0,TelaViva
ROP-000453,Sujetador con aros con encaje,Sujetador con aros que proporciona sujeción y buen levantamiento.,Ropa,Mujer,Lencería,Sujetador con aros,124.89,Yes,0,TrazoBlue
JOY-000021,Anillo de compromiso oro blanco,"Anillo elaborado en oro de alta calidad, acabado pulido y elegante.",Joyería,Anillos,Anillos de oro,Anillo de compromiso,725.53,Yes,0,Orfebre Real
ELE-000350,Secador iónico profesional,Secador con tecnología iónica que reduce el encrespamiento del cabello.,Electrodomésticos,Cuidado personal,Secadores de pelo,Secador iónico,999.59,Yes,0,Domus Pro
ALI-000176,Helado de vainilla sin lactosa,"Helado cremoso elaborado con vainilla natural, textura suave.",Alimentación,Congelados,Helados,Helado de vainilla,2.36,Yes,25,Punto Sabor
JOY-000179,Anillo de compromiso solitario,"Anillo elaborado en oro de alta calidad, acabado pulido y elegante.",Joyería,Anillos,Anillos de oro,Anillo de compromiso,1717.20,Yes,70,Lumina Joyas
ALI-000686,Helado de vainilla con trozos de chocolate,"Helado cremoso elaborado con vainilla natural, textura suave.",Alimentación,Congelados,Helados,Helado de vainilla,3.88,Yes,0,Campo Fresco
ALI-000371,Manzanas de temporada,"Fruta fresca de temporada, seleccionada por tamaño y calidad.",Alimentación,Frutas y verduras,Frutas frescas,Manzanas,26.15,Yes,5,Campo Fresco
ROP-000574,Camiseta básica algodón manga corta gris jaspeado,"Camiseta de algodón 100% suave y transpirable, ideal para el día a día.",Ropa,Hombre,Camisetas,Camiseta manga corta,133.73,Yes,5,UrbanCotto
ALI-000023,Tomates pera,"Verdura fresca de cultivo controlado, ideal para ensaladas y cocinar.",Alimentación,Frutas y verduras,Verduras frescas,Tomates,10.06,Yes,25,Verde Cosecha
ELE-000284,Aspiradora sin cable con filtro HEPA,"Aspiradora inalámbrica de fácil manejo, ideal para limpiezas rápidas.",Electrodomésticos,Limpieza,Aspiradoras,Aspiradora sin cable,1498.59,Yes,0,Impulso Hogar
ALI-000334,Lasaña congelada individual,"Plato preparado listo en minutos, ideal para el día a día.",Alimentación,Congelados,Platos preparados,Lasaña congelada,16.53,Yes,60,Punto Sabor
ALI-000280,Refresco de cola sabor lima,"Bebida refrescante carbonatada, ideal para acompañar comidas o disfrutar fría.",Alimentación,Bebidas,Refrescos,Refresco de cola,10.75,Yes,0,Punto Sabor
ROP-000143,Sujetador sin aros negro,"Sujetador sin aros, cómodo y flexible, ideal para el uso diario.",Ropa,Mujer,Lencería,Sujetador sin aros,150.80,Yes,40,Alta Fibra
ALI-000240,Lasaña congelada de carne,"Plato preparado listo en minutos, ideal para el día a día.",Alimentación,Congelados,Platos preparados,Lasaña congelada,23.24,Yes,5,La Tahona Azul
ELE-000153,Depiladora eléctrica recargable,"Depiladora eficaz de uso doméstico, ligera y fácil de manejar.",Electrodomésticos,Cuidado personal,Depiladoras,Depiladora eléctrica,684.01,Yes,60,CasaFácil
ALI-000549,Refresco de cola original,"Bebida refrescante carbonatada, ideal para acompañar comidas o disfrutar fría.",Alimentación,Bebidas,Refrescos,Refresco de cola,5.54,Yes,0,Campo Fresco
ELE-000334,Horno eléctrico empotrable,Horno con distribución uniforme del calor y múltiples funciones de cocinado.,Electrodomésticos,Cocina,Hornos,Horno eléctrico,89.67,Yes,50,CasaFácil
ELE-000028,Frigorífico combi con dispensador de agua,Frigorífico de gran capacidad con tecnología de enfriamiento eficiente.,Electrodomésticos,Cocina,Frigoríficos,Frigorífico combi,282.31,Yes,15,NordLine
ALI-000302,Croissant sin gluten,"Bollería horneada con receta tradicional, textura hojaldrada.",Alimentación,Panadería,Bollería,Croissant,29.02,Yes,0,Nutrivida
ELE-000013,Cafetera de cápsulas con espumador de leche,Cafetera práctica que prepara café de calidad en segundos.,Electrodomésticos,Pequeño electrodoméstico,Cafeteras,Cafetera de cápsulas,478.44,Yes,0,Vitalux
ROP-000237,Vestido largo con cinturón,"Vestido de corte fluido, tejido ligero y caída favorecedora.",Ropa,Mujer,Vestidos,Vestido largo,21.79,Yes,70,UrbanCotto
ALI-000241,Zumo de naranja pack 6 unidades,"Zumo elaborado a partir de naranjas seleccionadas, sin azúcares añadidos.",Alimentación,Bebidas,Zumos,Zumo de naranja,18.12,Yes,0,La Espiga Dorada
ROP-000407,Sujetador sin aros con encaje,"Sujetador sin aros, cómodo y flexible, ideal para el uso diario.",Ropa,Mujer,Lencería,Sujetador sin aros,112.47,Yes,0,Hilo & Forma
ROP-000102,Sujetador con aros push up,Sujetador con aros que proporciona sujeción y buen levantamiento.,Ropa,Mujer,Lencería,Sujetador con aros,148.84,Yes,0,Alta Fibra
ELE-000015,Batidora de mano inoxidable,"Batidora versátil pensada para triturar, batir y emulsionar.",Electrodomésticos,Pequeño electrodoméstico,Batidoras,Batidora de mano,31.02,Yes,0,Vitalux
ROP-000608,Camiseta básica algodón manga corta blanca,"Camiseta de algodón 100% suave y transpirable, ideal para el día a día.",Ropa,Hombre,Camisetas,Camiseta manga corta,187.56,Yes,0,Prenda Libre
ALI-000019,Lasaña congelada familiar,"Plato preparado listo en minutos, ideal para el día a día.",Alimentación,Congelados,Platos preparados,Lasaña congelada,20.57,Yes,25,Huerta Real
ELE-000133,Batidora de mano con accesorios,"Batidora versátil pensada para triturar, batir y emulsionar.",Electrodomésticos,Pequeño electrodoméstico,Batidoras,Batidora de mano,1021.26,No,0,TecnoCasa
ELE-000349,Aire acondicionado Split 1x1 wifi,Equipo de climatización eficiente con control de temperatura preciso.,Electrodomésticos,Climatización,Aire acondicionado,Split 1x1,1122.64,Yes,15,NordLine
ALI-000473,Refresco de cola zero cafeína,"Bebida refrescante carbonatada, ideal para acompañar comidas o disfrutar fría.",Alimentación,Bebidas,Refrescos,Refresco de cola,29.61,No,0,Huerta Real
ROP-000602,Abrigo de invierno infantil reversible,Abrigo cálido y resistente pensado para los meses más fríos.,Ropa,Niños,Abrigos,Abrigo de invierno,94.88,Yes,0,Prenda Libre
ROP-000499,Abrigo de invierno infantil acolchado,Abrigo cálido y resistente pensado para los meses más fríos.,Ropa,Niños,Abrigos,Abrigo de invierno,195.34,Yes,0,Costura 21
ALI-000269,Tomates cherry,"Verdura fresca de cultivo controlado, ideal para ensaladas y cocinar.",Alimentación,Frutas y verduras,Verduras frescas,Tomates,3.53,Yes,0,Grano de Oro
ROP-000139,Zapatillas deportivas unisex,"Zapatillas ligeras con buena amortiguación, pensadas para uso diario o deporte.",Ropa,Calzado,Zapatillas,Zapatillas deportivas,22.92,Yes,10,Costura 21
ROP-000110,Camiseta básica algodón manga corta azul marino,"Camiseta de algodón 100% suave y transpirable, ideal para el día a día.",Ropa,Hombre,Camisetas,Camiseta manga corta,35.01,Yes,0,Prenda Libre
ELE-000144,Ventilador de torre silencioso,Ventilador de diseño compacto con distintas velocidades de ventilación.,Electrodomésticos,Climatización,Ventiladores,Ventilador de torre,207.03,Yes,5,Impulso Hogar
ALI-000081,Yogur natural con bífidus,Yogur cremoso elaborado con leche fresca y fermentos activos.,Alimentación,Lácteos,Yogures,Yogur natural,18.07,No,70,La Tahona Azul
ALI-000470,Refresco de cola sin azúcar,"Bebida refrescante carbonatada, ideal para acompañar comidas o disfrutar fría.",Alimentación,Bebidas,Refrescos,Refresco de cola,18.23,Yes,0,La Tahona Azul
ALI-000251,Refresco de cola sabor lima,"Bebida refrescante carbonatada, ideal para acompañar comidas o disfrutar fría.",Alimentación,Bebidas,Refrescos,Refresco de cola,4.56,Yes,15,La Espiga Dorada
ALI-000139,Queso curado semicurado,"Queso elaborado con leche seleccionada, curación tradicional y sabor intenso.",Alimentación,Lácteos,Quesos,Queso curado,12.69,Yes,0,Nutrivida
JOY-000095,Collar con colgante corazón,"Collar de plata con acabado brillante, diseño delicado y atemporal.",Joyería,Collares,Collares de plata,Collar con colgante,991.65,Yes,0,Brillo Eterno
ALI-000037,Tomates pera,"Verdura fresca de cultivo controlado, ideal para ensaladas y cocinar.",Alimentación,Frutas y verduras,Verduras frescas,Tomates,27.83,Yes,0,Sabor Norte
ROP-000522,Abrigo de invierno infantil con capucha,Abrigo cálido y resistente pensado para los meses más fríos.,Ropa,Niños,Abrigos,Abrigo de invierno,161.30,Yes,10,UrbanCotto
ROP-000423,Pantalón vaquero slim fit,Pantalón vaquero de algodón resistente con corte cómodo.,Ropa,Hombre,Pantalones,Pantalón vaquero,26.51,Yes,25,TelaViva
ROP-000566,Sudadera sin capucha oversize,"Sudadera básica sin capucha, cómoda y versátil para combinar con cualquier look.",Ropa,Mujer,Sudaderas,Sudadera sin capucha,91.10,Yes,10,Hilo & Forma
ALI-000305,Croissant integral,"Bollería horneada con receta tradicional, textura hojaldrada.",Alimentación,Panadería,Bollería,Croissant,12.32,Yes,0,Huerta Real
ELE-000068,Robot aspirador compacto,Robot inteligente que limpia y friega de forma autónoma.,Electrodomésticos,Limpieza,Robots aspiradores,Robot aspirador,787.43,Yes,0,NordLine
ROP-000034,Blusa manga larga estampada,"Blusa ligera de tacto suave, versátil para looks casuales o de oficina.",Ropa,Mujer,Camisas,Blusa manga larga,165.53,Yes,0,NordVía
ROP-000320,Pantalón vaquero slim fit,Pantalón vaquero de algodón resistente con corte cómodo.,Ropa,Hombre,Pantalones,Pantalón vaquero,117.31,Yes,20,Prenda Libre
ROP-000361,Camiseta infantil estampada pack 2 unidades,Camiseta infantil de algodón suave con estampado divertido.,Ropa,Niños,Camisetas,Camiseta estampada,96.68,Yes,25,NordVía
ALI-000271,Queso curado mezcla,"Queso elaborado con leche seleccionada, curación tradicional y sabor intenso.",Alimentación,Lácteos,Quesos,Queso curado,29.95,Yes,5,Verde Cosecha
ALI-000444,Tomates pera,"Verdura fresca de cultivo controlado, ideal para ensaladas y cocinar.",Alimentación,Frutas y verduras,Verduras frescas,Tomates,13.52,Yes,0,Cesta Rústica
JOY-000085,Pulsera trenzada doble vuelta,"Pulsera artesanal trenzada a mano, resistente y de estilo casual.",Joyería,Pulseras,Pulseras de cuero,Pulsera trenzada,1268.93,Yes,50,Reflejo Fino
ALI-000313,Zumo de naranja exprimido,"Zumo elaborado a partir de naranjas seleccionadas, sin azúcares añadidos.",Alimentación,Bebidas,Zumos,Zumo de naranja,17.72,Yes,5,Sabores del Sur
ALI-000602,Zumo de naranja con pulpa,"Zumo elaborado a partir de naranjas seleccionadas, sin azúcares añadidos.",Alimentación,Bebidas,Zumos,Zumo de naranja,3.53,Yes,0,La Espiga Dorada
ALI-000479,Zumo de naranja 1L,"Zumo elaborado a partir de naranjas seleccionadas, sin azúcares añadidos.",Alimentación,Bebidas,Zumos,Zumo de naranja,19.21,Yes,10,Verde Cosecha
ROP-000583,Blusa manga larga oversize,"Blusa ligera de tacto suave, versátil para looks casuales o de oficina.",Ropa,Mujer,Camisas,Blusa manga larga,147.74,Yes,0,NordVía
JOY-000049,Pendientes de aro minimalistas,"Pendientes ligeros de plata con acabado brillante, fáciles de combinar.",Joyería,Pendientes,Pendientes de plata,Pendientes de aro,254.27,Yes,5,Aurea Diseño
ROP-000341,Sujetador sin aros deportivo,"Sujetador sin aros, cómodo y flexible, ideal para el uso diario.",Ropa,Mujer,Lencería,Sujetador sin aros,86.55,Yes,0,TelaViva
ROP-000592,Camiseta infantil estampada algodón orgánico,Camiseta infantil de algodón suave con estampado divertido.,Ropa,Niños,Camisetas,Camiseta estampada,118.94,Yes,50,Costura 21
ROP-000073,Vestido largo con cinturón,"Vestido de corte fluido, tejido ligero y caída favorecedora.",Ropa,Mujer,Vestidos,Vestido largo,60.87,Yes,0,SolTejido
ROP-000696,Camiseta básica algodón manga corta azul marino,"Camiseta de algodón 100% suave y transpirable, ideal para el día a día.",Ropa,Hombre,Camisetas,Camiseta manga corta,165.35,Yes,0,Costura 21
ALI-000154,Croissant de mantequilla,"Bollería horneada con receta tradicional, textura hojaldrada.",Alimentación,Panadería,Bollería,Croissant,25.64,No,0,Grano de Oro
ROP-000593,Sudadera sin capucha de algodón,"Sudadera básica sin capucha, cómoda y versátil para combinar con cualquier look.",Ropa,Mujer,Sudaderas,Sudadera sin capucha,33.15,Yes,15,TrazoBlue
ROP-000147,Blusa manga larga lisa blanca,"Blusa ligera de tacto suave, versátil para looks casuales o de oficina.",Ropa,Mujer,Camisas,Blusa manga larga,70.55,Yes,60,TrazoBlue
ALI-000487,Zumo de naranja sin pulpa,"Zumo elaborado a partir de naranjas seleccionadas, sin azúcares añadidos.",Alimentación,Bebidas,Zumos,Zumo de naranja,23.31,No,0,Delicia Natural
ELE-000305,Depiladora eléctrica recargable,"Depiladora eficaz de uso doméstico, ligera y fácil de manejar.",Electrodomésticos,Cuidado personal,Depiladoras,Depiladora eléctrica,699.51,Yes,0,NordLine
